DOI,Authors
10.1039/D1DT02190G,"Yakovlev Ivan A., Mikhailov Artem A., Eremina Julia A., Klyushova Lyubov S., Nadolinny Vladimir A., Kostin Gennadiy A."
10.3390/molecules28093969,"Hikisz Paweł, Namiecińska Ewelina, Paneth Piotr, Budzisz Elzbieta"
10.1021/acs.jmedchem.3c01115,"Zengin Kurt Belma, Öztürk Civelek Dilek, Çakmak Elmas Begüm, Kolcuoğlu Yakup, Şenol Halil, Sağlık Özkan Begüm Nurpelin, Dag Aydan, Benkli Kadriye"
10.1016/j.saa.2024.124528,"Zahirović Adnan, Fetahović Selma, Feizi-Dehnayebi Mehran, Višnjevac Aleksandar, Bešta-Gajević Renata, Kozarić Amina, Martić Lora, Topčagić Anela, Roca Sunčica"
10.1016/j.jinorgbio.2024.112486,"Domínguez-Jurado Elena, Ripoll Consuelo, Lara-Sánchez Agustín, Ocaña Alberto, Vitórica-Yrezábal Iñigo J., Bravo Iván, Alonso-Moreno Carlos"
10.1002/smll.202310636,"Lu Yu, Zhu Di, Hu Bo, Chen Rong, Wang Xin, Xu Xiaoxue, Wang Wenjing, Wu Hao, Wang Yuji"
10.1016/j.jinorgbio.2023.112436,"Maximiano Inês, Henriques Catarina, Teixeira Ricardo G., Marques Fernanda, Valente Andreia, Antunes Alexandra M.M."
10.1016/j.ica.2024.121997,"Saran P., Vishnu D., Parveen S., Kosiha A., Dharani S., Kalaiarasi G."
10.3389/fphar.2022.882756,"Guler Seminay, Kayali Hulya Ayar, Sadan Egemen Orkun, Sen Betul, Subasi Elif"
10.1021/acs.inorgchem.3c02118,"Guo Lihua, Li Pengwei, Li Jiaxing, Gong Yuwen, Li Xiaoyuan, Liu Yiming, Yu Kaijian, Liu Zhe"
10.1016/j.jinorgbio.2024.112574,"Zhang Guan-Dong, Wang Meng-Meng, Su Yan, Fang Hongbao, Xue Xu-Ling, Liu Hong-Ke, Su Zhi"
10.1016/j.jinorgbio.2024.112631,"Guo Lihua, Li Pengwei, Jing Zhihong, Gong Yuwen, Lai Kangning, Fu Hanxiu, Dong Heqian, Yang Zhihao, Liu Zhe"
10.1016/j.ejmech.2024.116638,"Ling Yu-Yi, Li Zhi-Yuan, Mu Xia, Kong Ya-Jie, Hao Liang, Wang Wen-Jin, Shen Qing-Hua, Zhang Yue-Bin, Tan Cai-Ping"
10.1016/j.jinorgbio.2021.111387,"Pettinari Riccardo, Marchetti Fabio, Tombesi Alessia, Duan Fenghe, Zhou Liming, Messori Luigi, Giacomelli Chiara, Marchetti Laura, Trincavelli Maria Letizia, Marzo Tiziano, La Mendola Diego, Balducci Gabriele, Alessio Enzo"
10.1016/j.jinorgbio.2022.112022,"Candido Caio Cesar, Silva Henrique Vieira Reis, Zavan Bruno, Ionta Marisa, Barbosa Marília Imaculada Frazão, Doriguetto Antônio Carlos"
10.1016/j.jinorgbio.2023.112329,"Huang Chunxia, Zhang Huiwen, Yang Yan, Liu Haimei, Chen Jing, Wang Yi, Liang Lijuan, Hu Huiyan, Liu Yunjun"
10.3390/molecules26040939,"Pioli Marianna, Orsoni Nicolò, Scaccaglia Mirco, Alinovi Rossella, Pinelli Silvana, Pelosi Giorgio, Bisceglie Franco"
10.1002/ejic.202000702,"Zhang Kenneth Yin, Song Linna, Gu Tianhan, Wang Hao, Yang Chao, Zhou Hanchen, Gao Pengli, Liu Shujuan, Zhao Qiang"
10.1007/s11243-020-00446-0,"Sari Ozlem, Schüttler Anna, Lönnecke Peter, Bednarski Patrick J., Hey-Hawkins Evamarie, Karakus Mehmet"
10.1039/d4cc04126g,"Fennes Alessia, Montesdeoca Nicolás, Papadopoulos Zisis, Karges Johannes"
10.1016/j.jinorgbio.2024.112545,"Welsh Athi, Matshitse Refilwe, Khan Saif F., Nyokong Tebello, Prince Sharon, Smith Gregory S."
10.1016/j.poly.2023.116780,"Kaszuba Adriana, Barwiołek Magdalena, Sitkowski Jerzy, Wojtczak Andrzej, Łakomska Iwona"
10.1016/j.chphi.2023.100424,"S Santhiya, S Arul Mary, Daniel Sheeba"
10.1021/acs.inorgchem.3c04432,"Ballester Francisco J., Hernández-García Alba, Santana M. Dolores, Bautista Delia, Ashoo Pezhman, Ortega-Forte Enrique, Barone Giampaolo, Ruiz José"
10.1002/aoc.7399,"Hamala Vojtěch, Ondrášková Kateřina, Červenková Šťastná Lucie, Krčil Aleš, Müllerová Monika, Kurfiřt Martin, Hiršová Kateřina, Holčáková Jitka, Gyepes Róbert, Císařová Ivana, Bernášková Jana, Hrstka Roman, Karban Jindřich"
10.1016/j.molliq.2024.124684,"Gracelin Retnam C.T., Viola Rose S., Sindhu Kumari B."
10.1021/acsomega.3c10265,"Karabıyık Hande, Karaer Tunçay Aslıhan, Ilhan Suleyman, Atmaca Harika, Türkmen Hayati"
10.1007/s00775-024-02052-2,"Zain Aldin Mohammed, Zaragoza Guillermo, Choquenet Eva, Blampain Guillaume, Berger Gilles, Delaude Lionel"
10.1016/j.jorganchem.2024.123183,"Zinman Paige S., Welsh Athi, Prince Sharon, Smith Gregory S."
10.1002/ardp.202400271,"Jakopec Silvio, Hamzic Lejla F., Bočkor Luka, Car Iris, Perić Berislav, Kirin Srećko I., Sedić Mirela, Raić‐Malić Silvana"
10.1007/s11243-024-00590-x,"Karataş Mert Olgun, Keleştemur Ünzile, Mumcu Akın, Özdemir Namık, Erdoğan Ali, Küçükbay Hasan"
10.1016/j.poly.2024.117192,"Qin Qi-Pin, Zhou Xiao-Feng, Du Ling-Qi, Liang Yue-Jiao, Cai Jin-Yuan, Sun Song, Yang Yan"
10.1002/cptc.202300292,"Yakovlev Ivan A., Golubeva Julia A., Klyushova Lyubov S., Nadolinny Vladimir A., Kostin Gennadiy A., Mikhailov Artem A."
10.1039/d3dt02941g,"Saha Abhijit, Mondal Indranil, Kumari Anuj, Sonkar Avinash Kumar, Mishra Ramranjan, Kulshreshtha Ritu, Patra Ashis K."
10.1039/d3dt04058e,"Sayala Juhi, Srivastava Ekta, Kumar Priyaranjan, Shukla Nitin, Kumar Ashok, Patra Ashis K."
10.1039/d3dt03701k,"Zhang Wanqing, Chen Weibin, Fu Fengfu, Li Mei-Jin"
10.1021/acsptsci.4c00020,"Nayeem Nazia, Sauma Sami, Ahad Afruja, Rameau Rachele, Kebadze Sophia, Bazett Mark, Park Brian J., Casaccia Patrizia, Prabha Swayam, Hubbard Karen, Contel Maria"
10.1039/d4dt01191k,"Palmeira-Mello Marcos V., Costa Analu R., de Oliveira Leticia P., Blacque Olivier, Gasser Gilles, Batista Alzir A."
10.1039/d3cc05083a,"Khan Tanveer A., Bhar Kishalay, Samanta Rohit, Bhatt Surabhi, Singh Mamta, Rani Reshma, Kumar Vinit, Sharma Anuj K."
10.1080/00958972.2024.2320727,"Parveen S., Mohamed Subarkhan M., Kalaiarasi G., Manikandan A., Hashem M., Fouad Hassan, Ansari A."
10.1007/s00775-024-02043-3,"Kanyora Amos K., Omondi Reinner O., Ongoma Peter, Omolo Josiah O., Welsh Athi, Prince Sharon, Gichumbi Joel, Mambanda Allen, Smith Gregory S."
10.3897/pharmacia.70.e111410,Saadh Mohamed
10.3897/pharmacia.70.e111508,Saadh Mohamed
10.1021/acs.inorgchem.3c01984,"Vinck Robin, Dömötör Orsolya, Karges Johannes, Jakubaszek Marta, Seguin Johanne, Tharaud Mickaël, Guérineau Vincent, Cariou Kevin, Mignet Nathalie, Enyedy Éva A., Gasser Gilles"
10.1039/d4dt00497c,"Franco Machado João, Sá Marco, Pires Inês, da Silva Miguel Tarita, Marques Fernanda, Coelho Jaime A. S., Mendes Filipa, Piedade M. Fátima M., Machuqueiro Miguel, Jiménez María Angeles, Garcia Maria Helena, Correia João D. G., Morais Tânia S."
10.1016/j.jorganchem.2024.123224,"Sawkmie Merrily, Dkhar Lincoln, Bhattacharyya Mayuri, Pathak Aakanksha, Poluri Krishna Mohan, Gannon Paige, Kaminsky Werner, Majaw Suktilang, Kollipara Mohan Rao"
10.1016/j.jinorgbio.2023.112333,"Zhu Xufeng, Sun Qiang, Guo Xinhua, Liang Chunmei, Zhang Yao, Huang Wenyong, Pei Wenliang, Huang Zunnan, Chen Lanmei, Chen Jincan"
10.1021/acs.inorgchem.7b01065,"Qu Fengrui, Park Seungjo, Martinez Kristina, Gray Jessica L., Thowfeik Fathima Shazna, Lundeen John A., Kuhn Ashley E., Charboneau David J., Gerlach Deidra L., Lockart Molly M., Law James A., Jernigan Katherine L., Chambers Nicole, Zeller Matthias, Piro Nicholas A., Kassel W. Scott, Schmehl Russell H., Paul Jared J., Merino Edward J., Kim Yonghyun, Papish Elizabeth T."
10.1016/j.biopha.2024.117059,"Neves Sara P., Bomfim Larissa M., Kataura Tetsushi, Carvalho Sabrine G., Nogueira Mateus L., Dias Rosane B., Valverde Ludmila de F., Gurgel Rocha Clarissa A., Soares Milena B.P., Silva Monize M. da, Batista Alzir A., Korolchuk Viktor I., Bezerra Daniel P."
10.1007/s11243-024-00596-5,"Azevedo Paulo G. F., Pacheco Luciano V., Carneiro Felipe E. M., Fernandes Gabriela C., de Sá Denise S., Santos Ivanilson P., Meira Cássio S., Soares Milena B. P., Paulo Tércio F., Sousa Eduardo H. S., Lopes Luiz G. F., da Silva Carlos D. S."
10.1021/acs.inorgchem.4c02235,"Oliveira Geângela de Fátima Sousa, Gouveia Florencio Sousa, Andrade Alexandre Lopes, de Vasconcelos Mayron Alves, Teixeira Edson Holanda, Palmeira-Mello Marcos V., Batista Alzir A., Lopes Luiz Gonzaga de França, de Carvalho Idalina Maria Moreira, Sousa Eduardo Henrique Silva"
10.1021/acs.inorgchem.1c03399,"Sangeetha Somasundaram, Murali Mariappan"
10.1021/acs.organomet.3c00128,"Annunziata Alfonso, Cucciolito Maria Elena, Di Ronza Maddalena, Ferraro Giarita, Hadiji Mouna, Merlino Antonello, Ortiz Daniel, Scopelliti Rosario, Fadaei Tirani Farzaneh, Dyson Paul J., Ruffo Francesco"
10.3390/chemistry6040046,"Dritsopoulos Alexandros, Zacharopoulos Nikolaos, Peyret Aigli-Eleonora, Karampella Eftychia, Tsoureas Nikolaos, Cheilari Antigoni, Machalia Christina, Emmanouilidou Evangelia, Andreopoulou Aikaterini K., Kallitsis Joannis K., Philippopoulos Athanassios I."
10.1016/j.phrs.2024.107353,"Salaroglio Iris C., Stefanova Denitsa, Teixeira Ricardo G., Oliveira Nuno F.B., Ahmed Amer, Fusi Fabio, Tzankova Virginia, Yordanov Yordan, Machuqueiro Miguel, Saponara Simona, Valente Andreia, Riganti Chiara"
10.1016/j.molstruc.2024.140044,"Zhang Dandan, Li Mengshan, Rahman A.F.M. Motiur, Liu Zhongyang, Lu Yang"
10.1039/d4nj03319a,"Sales Danilo Kleber Santos, Fernandes Gabriela Cruz, Silva Carlos Daniel Silva da, Cezar Isabela Santos, Silva Dahara Keyse Carvalho, Soares Milena Botelho Pereira, Meira Cássio Santana, de Sousa Eduardo Henrique Silva, Lopes Luiz Gonzaga de França, de Sá Denise Santos"
10.1021/acs.jmedchem.4c01908,"Xu Gang, Liang Qiongyue, Gao Lijuan, Xu Shihang, Luo Weicong, Wu Qiuming, Li Jingyuan, Zhang Zhenlei, Liang Hong, Yang Feng"
10.1016/j.poly.2024.117269,"Davila-Silva Alicia, Martínez-Estévez Mónica, Lorenzo Aida, García-Fontán Soledad, Vázquez-López Ezequiel M."
10.1016/j.jinorgbio.2024.112765,"Barrios Oscar, Inclán Claudia, Herrera Pablo, Bort Alicia, Martín Avelino, Cano Jesús, Díaz-Laviada Inés, Gómez Rafael"
10.1016/j.molstruc.2024.140748,"Hammam Mohamed M., Ramadan Ramadan M., Aziz Ayman A. Abdel, Sadek M.A., Salem Abdel Naby M."
10.3390/inorganics12110287,"Grozav Adriana, Cheminel Thomas, Jurj Ancuta, Zanoaga Oana, Raduly Lajos, Braicu Cornelia, Berindan-Neagoe Ioana, Crisan Ovidiu, Gaina Luiza, Therrien Bruno"
10.1002/advs.202411629,"Zheng Yue, Wang Wen‐Jin, Chen Jing‐Xin, Peng Kun, Chen Xiao‐Xiao, Shen Qing‐Hua, Liang Bing‐Bing, Mao Zong‐Wan, Tan Cai‐Ping"
10.1021/acs.inorgchem.3c01718,"Kumar Saawan, Riisom Mie, Jamieson Stephen M. F., Kavianinia Iman, Harris Paul W. R., Metzler-Nolte Nils, Brimble Margaret A., Hartinger Christian G."
10.1016/j.ica.2020.119501,"Scaff Moreira Dias Júlia, Vieira Reis Silva Henrique, Cesar Candido Caio, Álvaro Ferreira da Silva Guilherme, Ionta Marisa, Almeida Fernando, Bezerra Viana Rommel, Imaculada Frazão Barbosa Marília, Carlos Doriguetto Antônio"
10.1002/cbic.202400801,"Xie Dan‐Dan, Li Xue‐Lian, Zeng Li‐Zhen, Ren Xiaoxia, Zhang Dan, Yang Rong, Gao Feng"
10.1002/adhm.202403563,"Yan Yu‐Fei, Li Xue‐Lian, Zeng Li‐Zhen, Liu Qishuai, Cai Zhongyan, Ren Yanrong, Ren Xiaoxia, Gao Feng"
10.1039/d4md00600c,"Sanità Gennaro, Alfieri Maria Laura, Carrese Barbara, Damian Serena, Mele Vincenza, Calì Gaetano, Silvestri Brigida, Marra Sebastiano, Mohammadi Susan, Luciani Giuseppina, Manini Paola, Lamberti Annalisa"
10.1016/j.jinorgbio.2024.112819,"Palmeira-Mello Marcos V., Teixeira Tamara, de Melo Matheus Reis Santos, Nicolella Heloiza Diniz, Dutra Jocely L., Cominetti Marcia R., Rocha Fillipe Vieira, Tavares Denise Crispim, Batista Alzir A."
10.1039/d4nr04210g,"Nsubuga Anne, Fayad Nour, Pini Federico, Natile Marta M., Hildebrandt Niko"
10.1039/d4dt02733g,"Risi Matthew C., Stjärnhage Julia, Henderson William, Lane Joseph R., Hartinger Christian G., Saunders Graham C."
10.1039/d4dt02562h,"de Alencar Francisca Mayara Santos, Gouveia Florencio Sousa, Oliveira Geângela de Fátima Sousa de, Andrade Alexandre Lopes, Vasconcelos Mayron Alves de, Ayala Alejandro Pedro, Gondim Ana Claudia Silva, Carvalho Idalina Maria Moreira de, Moraes Carlos André Ferreira, Palmeira-Mello Marcos V., Batista Alzir Azevedo, Lopes Luiz Gonzaga de França, Sousa Eduardo Henrique Silva"
10.1002/aoc.6024,"Elnagar Mohamed M., Samir Safia, Shaker Yasser M., Abdel‐Shafi Ayman A., Sharmoukh Walid, Abdel‐Aziz Mohamed S., Abou‐El‐Sherbini Khaled S."
10.1039/d1dt02083h,"Vinck Robin, Karges Johannes, Tharaud Mickaël, Cariou Kevin, Gasser Gilles"
10.1038/s41598-020-72420-w,"Costa Mônica Soares, Gonçalves Yasmim Garcia, Borges Bruna Cristina, Silva Marcelo José Barbosa, Amstalden Martin Krähenbühl, Costa Tássia Rafaella, Antunes Lusânia Maria Greggi, Rodrigues Renata Santos, Rodrigues Veridiana de Melo, de Faria Franca Eduardo, Zoia Mariana Alves Pereira, de Araújo Thaise Gonçalves, Goulart Luiz Ricardo, Von Poelhsitz Gustavo, Yoneyama Kelly Aparecida Geraldo"
10.3390/molecules26051453,"Wang Haoran, Wei Jianhua, Jiang Hong, Zhang Ye, Jiang Caina, Ma Xianli"
10.1002/ejic.202000545,"Karges Johannes, Chao Hui, Gasser Gilles"
10.1002/aoc.6589,"Dkhar Lincoln, Verma Akalesh Kumar, Banothu Venkanna, Kaminsky Werner, Kollipara Mohan Rao"
10.1016/j.bioorg.2021.105311,"Guo Lihua, Hu Xueyan, Yang Yanjing, An Wenyu, Gao Jie, Liu Qin, Liu Zhe"
10.1039/d0dt03528a,"Richert Monika, Trykowski Grzegorz, Walczyk Mariusz, Cieślak Marcin J., Kaźmierczak-Barańska Julia, Królewska-Golińska Karolina, Sobczak Janusz W., Biniak Stanisław"
10.1039/d3dt02037a,"Pereira Sarah A. P., Romano-deGea Jan, Barbosa Ana Isabel, Costa Lima Sofia A., Dyson Paul J., Saraiva M. Lúcia M. F. S."
10.1177/17475198221085482,"Liang Yuanwei, Huang Weiting, Wang Siqi, Su Weiming, Situ Qianyi, He Luxin"
10.1007/s00775-023-01997-0,"Liang Lijuan, Yang Yan, Liu Haimei, Yuan Fang, Yuan Yuhan, Li Wenlong, Huang Chunxia, Chen Jing, Liu Yunjun"
10.3390/pharmaceutics13101559,"Domínguez-Jurado Elena, Cimas Francisco J., Castro-Osma José Antonio, Juan Alberto, Lara-Sánchez Agustín, Rodríguez-Diéguez Antonio, Shafir Alexandr, Ocaña Alberto, Alonso-Moreno Carlos"
10.3390/molecules27144565,"Leskovská Janka, Miklášová Natalia, Kubelac Paul Milan, Achimaş-Cadariu Patriciu, Valentová Jindra, Markuliak Mário, Fischer-Fodor Eva"
10.1002/aoc.6750,"Balakrishnan Nithya, Haribabu Jebiti, Dharmasivam Mahendiran, Swaminathan Srividya, Karvembu Ramasamy"
10.5937/erhs2201006z,"Zelen Ivanka, Zarić Milan, Čanovic Petar, Igrutinović Danica, Rilak-Simović Ana"
10.1002/aoc.7173,"Mohamed Magda F., Kashmiry Alaa A., Hassan Safaa S."
10.14233/ajchem.2022.23788,"Alam Md. Mahbubul, Ahmed Belal, Chowdhury Md. Shahadat H."
10.1002/aoc.7341,"Julius Lebogang G., Mapolelo Daphne T., Demissie Taye B., Nareetsile Florence M., Koobotse Moses O., Nkwe David O., Matshwele James T. P."
10.1039/d3dt01661g,"Kang Yan, Zhao Yao, Wei Yuanyuan, Zhang Yang, Wang Zhaoying, Luo Qun, Du Jun, Wang Fuyi"
10.1039/d2dt01137a,"Paul Subhadeep, Pathak Sanmoy, Sahoo Somarupa, Maji Ram Chandra, Bhattacharyya Utso, Nandi Dipankar, Chakravarty Akhil R."
10.1039/d2dt01765b,"Ma Xiurong, Lu Junjian, Yang Peixin, Zhang Zheng, Huang Bo, Li Rongtao, Ye Ruirong"
10.1016/j.ica.2020.120125,"Sales Danilo K.S., Simplício Lílian M.T., da Silva Carlos D.S., Enju Carolina M.B., Silva Vanessa B., Paulo Tércio de F., Santos Ivanilson P., Quadros Helenita C., Meira Cássio S., Soares Milena B.P., Lopes Luiz G. de F., de Sousa Eduardo H.S., de Sá Denise S."
10.1016/j.mtnano.2022.100220,"Wang Z., Li C., Huang S., Ma X., Sun Y., Zhao J., Gou S."
10.1016/j.poly.2022.115980,"Dimbarre Lao Guimarães Ivelise, Marszaukowski Flávia, Buhrer Rutka Priscila, Felipe Borge Luis, Augusto Pontes Ribeiro Renan, Ricardo de Lazaro Sergio, Castellen Patrícia, Sagoe-Wagner Araba, Golsteyn Roy M., Boeré René T., Wohnrath Karen"
10.1039/d1nj04291b,"Negreti Amanda Alvim, Ferreira-Silva Guilherme Álvaro, Pressete Carolina Girotto, Fonseca Rafael, Candido Caio C., Graminha Angelica E., Doriguetto Antonio Carlos, Caixeta Ester Siqueira, Hanemann João Adolfo Costa, Castro-Gamero Angel Mauricio, Barbosa Marilia I. F., Miyazawa Marta, Ionta Marisa"
10.1039/d3dt00537b,"Kou Junfeng, Shen Jinchao, Lin Mingwei, Xiong Kai, Wang Lili, Wei Fangmian, Zhang Junfeng"
10.1039/d3nr02707d,"Lu Yu, Zhu Di, Chan Liujia, Hu Bo, Tuohan MarMar, Li Li, Wang Wei, Wang Yuji"
10.1039/d0nj04137h,"P. K. Anuja, Paira Priyankar"
10.1039/d2nj06075b,"Yarahmadi Sana, Jokar Elham, Shamsi Zahra, Nahieh Dalia, Moosavi Mehrnoosh, Fereidoonnezhad Masood, Shahsavari Hamid R."
10.1016/j.matpr.2023.03.361,"Catharine Priya F., Suresh Kumar D."
10.1016/j.bioorg.2022.106044,"Samala Srinivas, Lim Woojeong, You Dong Kyun, Lee Kang Mun, Jo Hongil, Ok Kang Min, Park Jongmin, Lee Chang-Hee"
10.1039/d3dt00750b,"Gonçalves Yasmim G., Becceneri Amanda B., Graminha Angelica E., Miranda Victor M., Rios Rafaella R., Rinaldi-Neto Francisco, Costa Mônica S., Gonçalves Ana C. R., Deflon Victor M., Yoneyama Kelly A. G., Maia Pedro I. S., Franca Eduardo F., Cominetti Márcia R., Silva Roberto S., Von Poelhsitz Gustavo"
10.1016/j.jorganchem.2023.122876,"Sawkmie Merrily, Banothu Venkanna, Verma Akalesh Kumar, Paul Anirban Kumar, Krajewski Sebastian, Kaminsky Werner, Kollipara Mohan Rao"
10.1016/j.poly.2022.116267,"Silva Henrique Vieira Reis, da Silva Guilherme Álvaro Ferreira, Zavan Bruno, Machado Rafael Pereira, de Araujo-Neto João Honorato, Ellena Javier Alcides, Ionta Marisa, Barbosa Marília Imaculada Frazão, Doriguetto Antônio Carlos"
10.1002/cbic.202300203,"Martínez‐Alonso Marta, Gandioso Albert, Thibaudeau Chloé, Qin Xue, Arnoux Philippe, Demeubayeva Nurikamal, Guérineau Vincent, Frochot Céline, Jung Alain C., Gaiddon Christian, Gasser Gilles"
10.3389/fphar.2022.920379,"Kljun Jakob, Pavlič Renata, Hafner Eva, Lipec Tanja, Moreno-Da Silva Sara, Tič Primož, Turel Iztok, Büdefeld Tomaž, Stojan Jure, Rižner Tea Lanišnik"
10.1039/d2dt04083b,"Juszczak Michał, Das Sujoy, Kosińska Aneta, Rybarczyk-Pirek Agnieszka J., Wzgarda-Raj Kinga, Tokarz Paulina, Vasudevan Saranya, Chworos Arkadiusz, Woźniak Katarzyna, Rudolf Bogna"
10.1016/j.jorganchem.2020.121659,"Benamrane Amal, Herry Brian, Vieru Veacheslav, Chakraborty Suparna, Biswas Supratim, Prince Sharon, Marschner Christoph, Blom Burgert"
10.1002/aoc.5896,"Hamala Vojtěch, Martišová Andrea, Červenková Šťastná Lucie, Karban Jindřich, Dančo Andrej, Šimarek Adam, Lamač Martin, Horáček Michal, Kolářová Tamara, Hrstka Roman, Gyepes Róbert, Pinkas Jiří"
10.1039/d1dt00185j,"Lazić Dejan, Scheurer Andreas, Ćoćić Dušan, Milovanović Jelena, Arsenijević Aleksandar, Stojanović Bojana, Arsenijević Nebojša, Milovanović Marija, Rilak Simović Ana"
10.1016/j.jphotochem.2022.114349,"Quílez-Alburquerque José, Saad Mohammad Ahsan, Descalzo Ana B., Orellana Guillermo, Hasan Tayyaba"
10.3389/fchem.2023.1086267,"Kacsir István, Sipos Adrienn, Kiss Tímea, Major Evelin, Bajusz Nikolett, Tóth Emese, Buglyó Péter, Somsák László, Kardos Gábor, Bai Péter, Bokor Éva"
10.1007/s11696-023-03026-5,"Dhatchinamoorthy M., Gobinath E., Parveen S., Dharani S., Kalaiarasi G."
10.1038/s41419-023-06330-w,"Santos Luciano de S., Silva Valdenizia R., de Castro Maria V. L., Dias Rosane B., Valverde Ludmila de F., Rocha Clarissa A. G., Soares Milena B. P., Quadros Claudio A., dos Santos Edjane R., Oliveira Regina M. M., Carlos Rose M., Nogueira Paulo C. L., Bezerra Daniel P."
10.1002/ange.202202855,"Zhao Zhennan, Tao Xuan, Xie Yanxuan, Lai Qi, Lin Wenkai, Lu Kai, Wang Jinhui, Xia Wei, Mao Zong‐Wan"
10.1039/d1dt03274g,"Biancalana Lorenzo, Zanda Emanuele, Hadiji Mouna, Zacchini Stefano, Pratesi Alessandro, Pampaloni Guido, Dyson Paul J., Marchetti Fabio"
10.3390/molecules27227976,"Martínez-Estévez Mónica, García-Fontán Soledad, Argibay-Otero Saray, Prieto Inmaculada, Vázquez-López Ezequiel M."
10.21577/0103-5053.20190214,"da Silva Monize, de Camargo Mariana, Castelli Silvia, de Grandis Rone, Castellano Eduardo, Deflon Victor, Cominetti Marcia, Desideri Alessandro, Batista Alzir"
10.1002/cbic.202300467,"Wang Youchao, Felder Patrick S., Mesdom Pierre, Blacque Olivier, Mindt Thomas L., Cariou Kevin, Gasser Gilles"
10.1038/s41420-023-01759-6,"Silva Valdenizia R., Santos Luciano de S., de Castro Maria V. L., Dias Rosane B., Valverde Ludmila de F., Rocha Clarissa A. G., Soares Milena B. P., Quadros Claudio A., Correa Rodrigo S., Batista Alzir A., Bezerra Daniel P."
10.1002/aoc.6550,"Khan Rais Ahmad, BinSharfan Ibtisam I., Alterary Seham S., Alsaeedi Huda, Qais Faizan Abul, AlFawaz Amal, Hadi Arman D., Alsalme Ali"
10.2174/1871520620666200824114816,"Leite Celisnolia M., de Araujo-Neto João Honorato, Corrêa Rodrigo S., Colina-Vegas Legna, Martínez-Otero Diego, Martins Paulo R., Silva Cristiane G., Batista Alzir A."
10.1016/j.inoche.2023.110678,"Dhariyal Kavita, Parveen Shama, Kumar Saurabh, Banerjee Monisha, Sharma Princi, Singh Sudheer Kumar, Singh Ashok K."
10.1016/j.ica.2022.120925,"Khan Rais Ahmad, Alterary Seham Suliman, BinSharfan Ibtisam I., Alsaeedi Huda, AlFawaz Amal, Khan Mohd. Shahnawaz, Jaafar Mohammad H, Shi Yanshu, Arman Hadi D., Alsalme Ali"
10.1016/j.molstruc.2022.133929,"Eswaran Jayanthi, Mariappan Anusuya, Arumugham Nagaveni, Murugan Theetharappan, Bhuvanesh Nattamai sp, Anathakrishnan Neelakandan Mallanpillai, Daniel Santhanaraj, Kanthapazham Rajakumar"
10.1002/jbt.22510,"Zhang Zhaokuo, Yang Ziwei, Wu Yujing, Yuan Zhen, Du Jianlong, Li Lijun"
10.1002/cplu.202000022,"Gelle Donát, Lamač Martin, Mach Karel, Šimková Ludmila, Gyepes Róbert, Sommerová Lucia, Martišová Andrea, Bartošík Martin, Vaculovič Tomáš, Kanický Viktor, Hrstka Roman, Pinkas Jiří"
10.1002/aoc.6702,"Khan Rais Ahmad, AlFawaz Amal, Farshori Nida N., Paul Anup, Jaafar Mohammed H., Alsalme Ali"
10.1016/j.molliq.2021.115696,"Jan Roheena, Khan Mudeha Shafat, Hassan Nadia, Mushtaq Umar, Khanday Firdous A., Bhat Mohsin Ahmad"
10.3390/inorganics11070270,"Barbosa Marília I. F., Corrêa Rodrigo S., Guedes Adriana P. M., Graça Alex M., Andrade Francyelli M., Leite Celisnólia M., Silveira-Lacerda Elisângela P., Ellena Javier, Reis Henrique V., Doriguetto Antônio C., Batista Alzir A."
10.1002/aoc.7241,"Al‐Radadi Najlaa S., El‐Gamil Mohammed M."
10.1093/mtomcs/mfac072,"Jiang Hong, Wei Jian-Hua, Lin Cui-Yan, Liang Gui-Bin, He Rui-Jie, Huang Ri-Zhen, Ma Xian-Li, Huang Guo-Bao, Zhang Ye"
